tconst,averageRating,numVotes
tt0031864,6.8,32
tt0031865,7.3,10
tt0031867,7.9,11240
tt0031868,6.5,51
tt0031870,4.8,13
tt0031871,6.2,6
tt0031873,6.4,12
tt0031875,5.8,75
tt0031876,6.1,15
tt0031877,6.9,493
tt0031878,6.9,34
tt0031880,5.5,167
tt0031881,6.7,67
tt0031883,6.6,70
tt0031885,8.1,24023
tt0031886,6.0,36
tt0031887,6.0,21
tt0031889,6.8,81
tt0031890,6.3,803
tt0031891,6.5,728
tt0031892,7.1,14
tt0031894,7.3,237
tt0031902,8.8,8
tt0031903,5.7,45
tt0031907,6.5,347
tt0031908,5.7,209
tt0031909,6.3,313
tt0031914,5.8,89
tt0031915,6.7,16
tt0031916,6.4,25
tt0031917,6.0,140
tt0031919,6.3,121
tt0031920,5.3,6
tt0031921,5.3,15
tt0031922,7.7,6
tt0031923,6.5,17
tt0031924,6.6,14
tt0031925,7.2,97
tt0031927,5.0,23
tt0031929,5.6,34
tt0031930,5.5,25
tt0031931,5.2,25
tt0031937,5.6,150
tt0031938,5.6,18
tt0031939,6.3,6
tt0031940,7.3,7
tt0031941,7.8,5
tt0031946,6.4,181
tt0031949,6.3,7
tt0031950,6.8,214
tt0031951,7.2,7938
tt0031952,6.5,18
tt0031954,6.3,78
tt0031955,6.0,127
tt0031956,5.8,6
tt0031957,6.3,93
tt0031958,6.8,80
tt0031959,6.3,26
tt0031960,5.4,66
tt0031961,6.1,67
tt0031962,6.8,17
tt0031963,7.1,8
tt0031965,7.2,33
tt0031966,7.0,60
tt0031967,7.5,12
tt0031968,7.0,1710
tt0031969,5.1,8
tt0031970,6.5,42
tt0031971,7.9,37543
tt0031972,6.5,261
tt0031973,7.1,1141
tt0031974,6.0,48
tt0031975,5.9,52
tt0031976,7.2,793
tt0031978,6.8,14
tt0031979,8.0,12
tt0031980,5.0,6
tt0031981,7.0,876
tt0031983,7.0,2067
tt0031986,7.2,8
tt0031987,6.4,92
tt0031988,6.4,226
tt0031989,5.9,28
tt0031990,6.5,14
tt0031992,5.2,11
tt0031993,6.2,5
tt0031995,6.7,648
tt0031996,6.5,114
tt0031997,5.3,74
tt0031999,5.8,123
tt0032004,6.3,146
tt0032005,4.9,37
tt0032006,6.3,49
tt0032007,6.9,2941
tt0032009,5.5,32
tt0032010,6.7,209
tt0032011,6.6,32
tt0032012,7.0,147
tt0032014,5.5,29
tt0032015,6.2,200
tt0032016,6.2,36
tt0032017,6.2,74
tt0032018,6.3,346
tt0032019,6.1,108
tt0032020,3.1,15
tt0032021,5.7,75
tt0032022,7.0,1729
tt0032023,7.1,370
tt0032025,6.9,59
tt0032026,7.9,10
tt0032027,7.6,8
tt0032028,5.9,442
tt0032030,7.1,268
tt0032031,6.0,85
tt0032032,5.9,228
tt0032034,6.5,85
tt0032037,6.1,36
tt0032041,6.0,8
tt0032043,6.7,929
tt0032044,6.3,263
tt0032045,6.4,299
tt0032047,3.1,263
tt0032048,6.8,6
tt0032049,6.8,1573
tt0032050,6.7,182
tt0032055,6.3,18
tt0032057,3.6,20
tt0032059,6.6,136
tt0032060,6.2,77
tt0032061,6.3,28
tt0032062,6.9,8
tt0032063,7.4,39
tt0032065,5.7,170
tt0032067,5.6,40
tt0032069,3.9,14
tt0032070,6.9,39
tt0032075,7.2,52
tt0032076,5.5,48
tt0032077,7.1,7
tt0032080,7.2,2218
tt0032081,7.0,16
tt0032082,6.9,44
tt0032086,6.9,173
tt0032087,5.5,6
tt0032089,6.4,7
tt0032090,6.5,8
tt0032091,6.3,9
tt0032093,6.1,25
tt0032095,6.4,35
tt0032097,4.5,14
tt0032098,6.4,14
tt0032099,7.3,23
tt0032103,5.4,15
tt0032104,6.3,107
tt0032105,7.4,94
tt0032107,6.2,62
tt0032110,6.5,40
tt0032111,6.6,89
tt0032112,4.8,44
tt0032113,6.3,68
tt0032114,5.5,167
tt0032115,7.1,254
tt0032118,5.6,14
tt0032119,6.3,6
tt0032123,6.9,68
tt0032124,7.0,304
tt0032125,7.4,282
tt0032128,6.4,163
tt0032130,6.2,243
tt0032131,5.5,11
tt0032132,6.1,37
tt0032133,6.6,5
tt0032135,6.4,128
tt0032136,6.6,9
tt0032137,5.6,35
tt0032138,8.0,348389
tt0032139,6.7,25
tt0032140,8.4,7
tt0032141,6.2,6
tt0032142,6.2,181
tt0032143,8.0,11317
tt0032145,7.7,14731
tt0032146,6.2,256
tt0032148,7.3,14
tt0032149,6.5,158
tt0032152,7.2,1421
tt0032153,6.4,714
tt0032154,6.2,40
tt0032155,7.6,6578
tt0032156,7.9,2695
tt0032157,6.4,109
tt0032158,6.1,492
tt0032159,5.8,29
tt0032160,5.4,8
tt0032161,6.2,23
tt0032162,6.8,147
tt0032163,5.1,15
tt0032164,7.3,346
tt0032168,6.7,20
tt0032171,5.6,19
tt0032173,6.6,45
tt0032174,7.4,54
tt0032176,6.9,490
tt0032177,5.8,6
tt0032178,6.7,186
tt0032179,6.2,750
tt0032181,7.4,1530
tt0032182,5.9,14
tt0032183,6.8,29
tt0032184,7.3,93
tt0032186,8.3,899
tt0032191,5.8,12
tt0032194,7.6,3868
tt0032195,5.2,15
tt0032198,5.5,129
tt0032199,4.8,6
tt0032201,6.0,60
tt0032205,6.5,183
tt0032206,6.8,682
tt0032207,5.7,181
tt0032209,6.7,782
tt0032211,6.5,119
tt0032213,6.6,8
tt0032215,4.6,1433
tt0032216,5.6,47
tt0032218,6.2,36
tt0032219,7.3,35
tt0032220,7.0,622
tt0032221,6.9,1008
tt0032222,6.7,7
tt0032223,5.7,9
tt0032225,6.4,147
tt0032226,7.0,23
tt0032229,6.5,56
tt0032230,6.9,95
tt0032231,6.0,71
tt0032232,5.3,35
tt0032233,8.1,10
tt0032234,7.3,6095
tt0032239,6.2,16
tt0032240,4.2,6
tt0032245,6.2,826
tt0032246,5.3,30
tt0032247,6.7,1223
tt0032252,5.7,97
tt0032253,6.4,48
tt0032254,7.1,173
tt0032255,6.4,142
tt0032256,6.2,395
tt0032257,5.2,5
tt0032258,6.4,1692
tt0032259,7.6,8
tt0032260,4.3,6
tt0032261,7.0,222
tt0032262,6.9,202
tt0032263,6.9,325
tt0032264,6.5,1352
tt0032268,7.3,42
tt0032273,7.1,2764
tt0032274,6.8,71
tt0032275,6.2,5
tt0032276,6.9,84
tt0032277,6.6,513
tt0032278,5.7,9
tt0032279,6.2,10
tt0032280,6.7,7
tt0032281,6.4,874
tt0032283,6.1,752
tt0032284,7.4,1866
tt0032285,7.0,2122
tt0032286,5.4,203
tt0032287,5.7,65
tt0032289,7.1,252
tt0032290,7.2,695
tt0032292,5.7,63
tt0032293,6.9,9
tt0032296,6.6,37
tt0032297,6.2,89
tt0032299,5.8,274
tt0032302,4.8,9
tt0032304,5.6,212
tt0032305,6.5,104
tt0032306,4.1,19
tt0032308,6.8,6
tt0032309,7.4,15
tt0032311,6.5,58
tt0032312,6.3,216
tt0032313,6.5,195
tt0032315,6.8,488
tt0032321,6.3,218
tt0032323,6.0,123
tt0032324,7.6,1323
tt0032325,7.6,1131
tt0032326,7.6,1078
tt0032327,4.4,17
tt0032328,5.0,28
tt0032329,5.4,55
tt0032330,6.4,40
tt0032332,4.7,15
tt0032333,6.3,138
tt0032334,6.3,30
tt0032335,8.2,10
tt0032336,5.7,23
tt0032337,6.4,47
tt0032338,7.5,2893
tt0032339,7.4,3163
tt0032341,6.3,122
tt0032342,7.3,1874
tt0032343,6.5,31
tt0032346,6.1,194
tt0032347,6.1,15
tt0032349,6.6,1178
tt0032350,6.9,43
tt0032353,6.4,354
tt0032354,6.2,172
tt0032356,7.0,924
tt0032358,6.5,67
tt0032359,6.5,158
tt0032361,6.0,54
tt0032362,7.1,17
tt0032364,5.1,24
tt0032366,6.3,363
tt0032367,7.3,9
tt0032369,5.7,165
tt0032373,6.0,143
tt0032375,7.5,22
tt0032376,6.7,1604
tt0032377,6.4,16
tt0032379,5.3,27
tt0032380,5.3,29
tt0032383,6.9,2090
tt0032384,6.7,195
tt0032386,7.3,44
tt0032387,6.3,67
tt0032390,5.5,2277
tt0032391,6.5,468
tt0032392,6.2,16
tt0032394,5.6,16
tt0032395,6.4,27
tt0032396,7.0,487
tt0032397,7.0,694
tt0032399,7.1,27
tt0032403,6.4,17
tt0032404,5.7,867
tt0032406,5.8,335
tt0032407,6.3,30
tt0032409,6.0,23
tt0032410,6.6,847
tt0032411,6.1,67
tt0032412,6.5,1936
tt0032413,7.5,1270
tt0032414,6.5,265
tt0032415,6.2,251
tt0032416,6.2,377
tt0032417,6.7,71
tt0032420,7.2,244
tt0032421,5.9,54
tt0032422,6.3,212
tt0032423,6.9,100
tt0032424,6.3,296
tt0032427,6.3,76
tt0032428,5.8,186
tt0032429,6.3,234
tt0032432,7.1,1371
tt0032434,7.8,57
tt0032438,6.1,110
tt0032440,6.2,17
tt0032442,6.2,5
tt0032443,6.2,28
tt0032444,6.2,18
tt0032445,6.5,49
tt0032446,6.7,24
tt0032447,7.1,704
tt0032448,6.6,28
tt0032452,6.4,14
tt0032455,7.8,81219
tt0032456,7.0,42
tt0032457,5.5,888
tt0032458,6.4,88
tt0032459,6.6,62
tt0032461,8.1,8
tt0032462,6.4,11
tt0032465,5.2,35
tt0032467,6.7,1614
tt0032468,5.6,17
tt0032472,6.3,114
tt0032473,6.1,114
tt0032475,7.1,1075
tt0032476,5.8,176
tt0032477,6.4,545
tt0032479,7.6,52
tt0032481,6.6,267
tt0032482,6.8,25
tt0032483,5.9,30
tt0032484,7.6,16327
tt0032485,6.6,12
tt0032487,6.7,194
tt0032488,5.8,8
tt0032490,6.3,76
tt0032491,5.9,7
tt0032492,6.2,24
tt0032494,7.3,55
tt0032495,7.1,16
tt0032497,8.0,6
tt0032498,5.9,9
tt0032499,5.2,81
tt0032502,7.5,22
tt0032503,6.3,165
tt0032505,6.1,156
tt0032508,5.3,85
tt0032509,6.0,34
tt0032511,5.3,132
tt0032512,6.7,49
tt0032513,7.1,90
tt0032514,6.1,48
tt0032515,6.4,71
tt0032516,5.5,11
tt0032518,6.3,10
tt0032520,7.3,2693
tt0032521,6.1,135
tt0032524,5.1,16
tt0032526,6.6,5
tt0032527,5.6,11
tt0032528,6.0,44
tt0032529,6.2,33
tt0032530,6.1,125
tt0032533,5.2,26
tt0032534,6.3,79
tt0032536,6.9,4720
tt0032539,6.3,292
tt0032546,7.7,25
tt0032547,7.0,6
tt0032550,6.4,146
tt0032551,8.1,80000
tt0032553,8.5,177024
tt0032554,7.5,2981
tt0032555,3.8,13
tt0032556,6.5,158
tt0032557,6.5,122
tt0032558,6.0,256
tt0032559,7.2,291
tt0032563,7.2,12
tt0032566,6.4,243
tt0032567,5.2,9
tt0032568,6.0,8
tt0032571,6.3,474
tt0032572,5.7,71
tt0032574,5.8,24
tt0032575,6.2,146
tt0032576,6.9,67
tt0032577,6.3,7
tt0032578,4.6,8
tt0032579,5.4,9
tt0032581,6.9,22
tt0032583,4.3,15
tt0032584,7.0,8
tt0032585,7.0,58
tt0032586,6.4,7
tt0032587,6.3,68
tt0032588,6.5,6
tt0032590,6.8,44
tt0032591,5.3,19
tt0032592,6.8,123
tt0032595,7.2,36
tt0032596,6.8,309
tt0032599,8.0,48011
tt0032600,6.2,27
tt0032601,5.2,38
tt0032602,5.7,90
tt0032607,7.2,12
tt0032608,4.4,8
tt0032609,6.5,333
tt0032610,7.2,794
tt0032612,6.2,950
tt0032613,6.5,303
tt0032614,6.0,141
tt0032616,7.2,9
tt0032617,7.5,2626
tt0032618,5.4,65
tt0032619,6.5,35
tt0032620,6.9,170
tt0032621,6.8,10
tt0032622,5.8,36
tt0032624,6.1,123
tt0032626,7.2,6
tt0032627,6.5,11
tt0032629,5.7,20
tt0032634,4.4,91
tt0032635,6.5,2888
tt0032636,6.8,1210
tt0032637,6.2,1762
tt0032638,6.5,483
tt0032641,5.9,322
tt0032642,4.7,50
tt0032643,6.7,857
tt0032644,6.6,428
tt0032648,7.4,7
tt0032651,7.1,982
tt0032652,6.1,47
tt0032653,5.7,2743
tt0032655,6.1,342
tt0032656,6.4,78
tt0032659,5.5,22
tt0032660,5.0,22
tt0032662,4.6,27
tt0032666,5.3,18
tt0032668,5.6,93
tt0032669,7.3,77
tt0032670,6.4,356
tt0032671,7.0,2816
tt0032672,6.5,218
tt0032673,6.8,6
tt0032674,6.5,20
tt0032676,6.8,1594
tt0032677,5.1,137
tt0032679,5.1,56
tt0032680,6.4,48
tt0032681,4.9,31
tt0032682,7.3,7
tt0032683,6.6,52
tt0032684,5.9,36
tt0032686,6.5,500
tt0032687,6.4,266
tt0032688,7.3,20
tt0032690,6.0,123
tt0032692,8.5,6
tt0032693,6.9,19
tt0032694,6.3,18
tt0032695,6.1,14
tt0032696,6.6,48
tt0032699,6.7,221
tt0032700,6.2,87
tt0032701,7.7,10250
tt0032703,4.9,357
tt0032706,5.7,91
tt0032707,7.5,44
tt0032710,6.7,350
tt0032711,7.3,7
tt0032714,6.6,19
tt0032717,5.8,264
tt0032718,6.6,452
tt0032719,6.6,146
tt0032720,5.6,37
tt0032721,6.6,22
tt0032724,8.2,12
tt0032725,6.5,270
tt0032726,6.6,277
tt0032728,7.0,3371
tt0032730,7.2,84
tt0032731,6.6,22
tt0032732,6.1,65
tt0032733,6.5,711
tt0032734,4.6,18
tt0032738,5.2,13
tt0032739,7.4,8
tt0032740,7.0,25
tt0032741,5.1,154
tt0032742,6.5,238
tt0032743,6.0,33
tt0032745,6.3,20
tt0032746,7.1,343
tt0032747,6.5,242
tt0032748,6.6,50
tt0032749,5.3,21
tt0032750,5.9,94
tt0032751,6.9,39
tt0032753,6.7,502
tt0032756,5.3,7
tt0032760,5.9,37
tt0032761,5.7,83
tt0032762,7.6,8620
tt0032763,5.7,97
tt0032764,6.0,69
tt0032766,6.7,67
tt0032770,6.3,75
tt0032771,5.3,18
tt0032773,7.2,6
tt0032774,6.9,18
tt0032776,7.2,46
tt0032778,5.2,8
tt0032779,6.3,175
tt0032780,7.3,6
tt0032781,5.8,87
tt0032782,4.6,111
tt0032783,6.9,31
tt0032784,5.7,14
tt0032785,7.1,83
tt0032786,6.3,180
tt0032788,6.7,335
tt0032790,5.2,116
tt0032793,6.5,8
tt0032795,5.2,45
tt0032796,5.9,116
tt0032799,5.8,98
tt0032802,6.7,136
tt0032806,6.5,61
tt0032809,6.7,43
tt0032811,7.9,3990
tt0032812,6.7,43
tt0032818,6.2,2949
tt0032819,7.5,1033
tt0032820,5.6,198
tt0032821,4.6,27
tt0032822,8.5,11
tt0032823,6.3,326
tt0032825,7.4,67
tt0032828,7.0,2349
tt0032829,6.4,357
tt0032831,6.4,158
tt0032832,6.9,181
tt0032833,5.4,65
tt0032834,6.8,37
tt0032835,5.2,12
tt0032836,7.6,7
tt0032838,5.4,31
tt0032840,6.9,460
tt0032842,7.3,3951
tt0032843,5.7,19
tt0032844,8.8,5
tt0032846,6.4,795
tt0032847,5.4,127
tt0032848,5.6,40
tt0032849,6.1,13
tt0032850,6.6,1298
tt0032851,7.1,2938
tt0032857,5.7,11
tt0032858,6.7,22
tt0032859,7.9,7
tt0032860,6.1,58
tt0032861,5.1,8
tt0032862,4.6,14
tt0032864,5.4,31
tt0032867,7.0,6
tt0032868,5.6,43
tt0032869,6.0,140
tt0032870,4.9,22
tt0032871,5.8,1120
tt0032872,6.3,12
tt0032873,6.9,1424
tt0032877,8.2,37
tt0032879,5.2,8
tt0032880,5.8,45
tt0032881,6.7,2057
tt0032882,5.7,107
tt0032884,5.7,28
tt0032885,6.9,9
tt0032888,7.1,138
tt0032890,5.9,19
tt0032891,6.6,34
tt0032893,6.1,13
tt0032894,7.8,44
tt0032896,6.4,14
tt0032901,6.2,321
tt0032902,6.2,88
tt0032903,6.3,415
tt0032904,8.0,57982
tt0032908,6.9,13
tt0032910,7.5,114122
tt0032911,4.9,8
tt0032912,5.8,10
tt0032913,5.9,19
tt0032914,7.2,18
tt0032915,6.5,16
tt0032916,7.0,222
tt0032923,5.7,22
tt0032925,5.7,103
tt0032935,7.0,136
tt0032939,6.9,41
tt0032940,5.9,33
tt0032943,7.4,6799
tt0032946,7.0,1113
tt0032947,5.7,11
tt0032948,6.8,22
tt0032949,6.5,20
tt0032957,8.2,8
tt0032958,6.9,30
tt0032959,6.1,40
tt0032961,7.4,64
tt0032963,6.3,619
tt0032965,6.4,12
tt0032966,6.0,15
tt0032968,6.0,14
tt0032970,7.0,52
tt0032971,6.6,48
tt0032972,6.4,65
tt0032973,6.0,34
tt0032976,8.1,109607
tt0032980,6.0,51
tt0032981,7.7,3925
tt0032983,6.7,2521
tt0032984,7.3,22
tt0032985,7.9,8
tt0032986,7.0,289
tt0032987,7.1,62
tt0032989,6.8,10
tt0032990,6.0,6
tt0032993,7.0,3278
tt0032996,7.0,50
tt0032997,5.8,16
tt0032999,7.1,21
tt0033002,6.9,59
tt0033003,4.8,19
tt0033004,4.7,6
tt0033006,7.3,28
tt0033007,5.8,108
tt0033009,6.4,51
tt0033011,5.7,23
tt0033012,4.0,21
tt0033013,6.6,569
tt0033014,6.1,646
tt0033016,7.3,84
tt0033017,6.6,149
tt0033020,7.1,89
tt0033021,6.3,2796
tt0033022,7.2,2202
tt0033023,5.8,15
tt0033024,6.5,336
tt0033025,7.0,6
tt0033027,6.7,23
tt0033028,7.7,8193
tt0033029,5.9,1160
tt0033031,6.5,93
tt0033032,6.8,8
tt0033035,7.1,19
tt0033038,6.8,1031
tt0033039,7.7,7
tt0033040,6.9,204
tt0033042,6.9,16
tt0033043,6.7,40
tt0033044,6.2,83
tt0033045,8.1,24256
tt0033047,6.6,94
tt0033048,6.9,33
tt0033049,7.3,56
tt0033053,6.8,16
tt0033054,6.9,7
tt0033055,5.9,10
tt0033056,4.3,177
tt0033058,5.6,41
tt0033059,6.0,314
tt0033060,5.2,51
tt0033062,6.2,331
tt0033063,5.2,6
tt0033067,5.7,46
tt0033068,7.4,12
tt0033069,6.6,8
tt0033073,6.7,23
tt0033074,5.5,17
tt0033075,4.0,167
tt0033076,6.3,596
tt0033078,6.4,62
tt0033082,6.5,108
tt0033083,6.4,96
tt0033085,5.2,5
tt0033086,6.3,114
tt0033087,6.5,11
tt0033088,6.5,59
tt0033090,6.8,33
tt0033092,6.0,82
tt0033094,5.9,12
tt0033095,6.9,250
tt0033098,6.3,54
tt0033099,6.8,97
tt0033100,6.6,209
tt0033102,5.7,15
tt0033104,6.0,34
tt0033105,6.9,1919
tt0033106,6.2,37
tt0033107,6.9,3165
tt0033108,5.8,27
tt0033110,7.0,1221
tt0033111,5.9,8
tt0033113,6.4,117
tt0033115,7.4,12
tt0033116,5.2,39
tt0033117,5.7,944
tt0033118,7.1,132
tt0033119,6.1,105
tt0033122,6.2,183
tt0033124,6.8,215
tt0033126,5.8,12
tt0033127,6.1,10
tt0033129,7.4,7
tt0033131,7.2,136
tt0033132,5.7,56
tt0033134,6.7,302
tt0033137,5.8,229
tt0033139,6.3,58
tt0033140,6.1,117
tt0033142,6.5,15
tt0033143,6.7,38
tt0033144,6.9,464
tt0033145,6.1,146
tt0033147,6.5,6
tt0033148,5.2,16
tt0033149,7.3,6324
tt0033150,6.4,326
tt0033152,7.5,10606
tt0033153,6.9,715
tt0033154,6.9,96
tt0033155,6.6,57
tt0033157,6.4,234
tt0033158,6.1,55
tt0033159,6.2,624
tt0033160,7.1,135
tt0033161,5.2,40
tt0033165,6.4,49
tt0033167,6.7,387
tt0033169,6.8,346
tt0033172,4.8,5
tt0033173,6.2,627
tt0033174,6.5,1135
tt0033175,6.8,1081
tt0033176,6.9,18
tt0033177,6.5,57
tt0033179,7.3,18
tt0033180,6.5,63
tt0033181,5.8,33
tt0033182,7.4,8
tt0033185,6.3,55
tt0033187,5.6,157
tt0033189,5.8,33
tt0033190,6.4,588
tt0033191,6.0,305
tt0033195,6.2,5
tt0033196,6.0,87
tt0033198,6.3,78
tt0033201,5.2,20
tt0033203,6.1,32
tt0033204,7.3,52
tt0033205,5.4,47
tt0033206,7.2,6
tt0033207,7.6,28
tt0033208,5.2,36
tt0033209,6.3,75
tt0033214,5.9,217
tt0033216,6.8,25
tt0033219,4.4,11
tt0033220,7.1,67
tt0033221,6.8,656
tt0033224,5.6,207
tt0033225,7.7,12
tt0033226,6.8,1950
tt0033227,6.1,48
tt0033228,5.0,7
tt0033229,7.1,309
tt0033230,7.6,7
tt0033231,4.1,7
tt0033234,5.8,189
tt0033235,6.9,39
tt0033238,7.8,8045
tt0033244,7.8,55
tt0033246,6.1,227
tt0033248,6.2,6
tt0033249,7.3,6
tt0033250,6.0,12
tt0033251,6.4,23
tt0033252,6.2,20
tt0033253,7.5,4443
tt0033254,6.6,512
tt0033257,7.2,33
tt0033262,6.3,6
tt0033265,5.0,105
tt0033269,6.6,40
tt0033271,6.8,8
tt0033272,6.6,19
tt0033274,5.8,26
tt0033275,6.6,90
tt0033276,6.5,177
tt0033277,5.4,25
tt0033279,5.6,202
tt0033283,6.3,908
tt0033284,6.5,20
tt0033286,6.0,162
tt0033287,5.7,100
tt0033288,6.6,308
tt0033289,6.9,949
tt0033290,7.9,10
tt0033291,7.8,8
tt0033292,5.2,50
tt0033293,5.4,12
tt0033294,5.9,28
tt0033296,4.4,7
tt0033297,5.8,10
tt0033300,4.6,7
tt0033303,4.8,29
tt0033306,6.7,7
tt0033307,6.5,109
tt0033309,5.4,21
tt0033311,5.8,26
tt0033313,5.3,66
tt0033314,6.6,760
tt0033315,6.0,23
tt0033317,7.6,918
tt0033319,5.9,391
tt0033323,5.2,257
tt0033327,6.4,26
tt0033328,5.6,71
tt0033330,5.4,30
tt0033331,5.9,99
tt0033332,5.9,123
tt0033333,3.8,6
tt0033335,5.4,7
tt0033337,6.5,378
tt0033340,6.6,11
tt0033342,6.8,425
tt0033343,7.2,38
tt0033345,6.6,23
tt0033346,7.5,58
tt0033347,6.3,6
tt0033348,6.4,78
tt0033350,5.8,8
tt0033351,6.5,99
tt0033352,5.8,25
tt0033353,7.0,30
tt0033357,7.1,372
tt0033358,6.4,90
tt0033359,6.9,72
tt0033362,6.1,53
tt0033364,5.6,9
tt0033365,6.9,466
tt0033366,6.3,126
tt0033367,6.0,133
tt0033368,5.8,197
tt0033369,6.0,222
tt0033370,6.0,105
tt0033372,6.5,68
tt0033373,7.8,9552
tt0033374,6.1,25
tt0033375,6.0,106
tt0033376,5.6,7
tt0033378,6.8,135
tt0033379,6.1,91
tt0033382,6.9,426
tt0033383,5.8,622
tt0033384,5.4,53
tt0033385,6.7,35
tt0033386,6.3,33
tt0033387,5.5,18
tt0033388,6.6,4347
tt0033389,5.7,802
tt0033390,5.6,130
tt0033391,6.1,46
tt0033392,5.9,39
tt0033393,6.6,40
tt0033394,5.7,51
tt0033395,6.9,11
tt0033396,6.4,303
tt0033397,6.3,1231
tt0033398,6.9,257
tt0033399,5.1,38
tt0033400,5.7,124
tt0033401,5.9,7
tt0033402,5.6,10
tt0033403,7.0,186
tt0033404,7.1,184
tt0033405,7.0,2064
tt0033406,5.4,396
tt0033407,7.0,1517
tt0033408,6.8,281
tt0033409,6.9,851
tt0033410,6.5,24
tt0033411,4.5,10
tt0033414,6.2,247
tt0033416,6.5,21
tt0033417,6.4,17
tt0033418,6.3,9
tt0033419,7.1,8
tt0033420,7.8,16
tt0033421,6.6,15
tt0033422,6.8,70
tt0033425,6.7,90
tt0033426,5.4,39
tt0033427,5.6,25
tt0033428,7.0,520
tt0033429,7.7,11
tt0033432,7.1,2628
tt0033435,5.7,249
tt0033436,7.3,3666
tt0033438,6.2,149
tt0033439,5.4,150
tt0033440,5.6,33
tt0033441,5.8,37
tt0033442,7.9,18
tt0033445,7.2,13
tt0033447,7.3,10
tt0033449,5.7,10
tt0033451,5.7,39
tt0033452,5.7,96
tt0033454,4.9,13
tt0033455,6.8,472
tt0033456,6.6,136
tt0033457,7.0,459
tt0033458,7.5,1108
tt0033459,6.6,572
tt0033464,6.2,210
tt0033467,8.3,358771
tt0033468,4.1,8
tt0033469,4.9,155
tt0033475,7.0,50
tt0033477,7.1,1494
tt0033478,6.1,91
tt0033479,6.9,95
tt0033482,6.7,47
tt0033484,6.6,378
tt0033485,6.4,35
tt0033486,6.5,199
tt0033489,6.7,302
tt0033490,6.6,577
tt0033491,6.8,881
tt0033492,6.3,6
tt0033493,6.0,85
tt0033495,6.0,44
tt0033497,4.9,16
tt0033500,5.4,57
tt0033501,5.6,48
tt0033502,7.5,83
tt0033505,6.1,66
tt0033507,6.4,47
tt0033509,4.8,35
tt0033510,5.5,56
tt0033511,6.3,378
tt0033512,6.4,350
tt0033513,5.6,36
tt0033514,5.9,37
tt0033517,6.5,655
tt0033519,7.5,995
tt0033520,7.0,5
tt0033521,6.3,15
tt0033522,6.1,18
tt0033523,6.8,207
tt0033524,6.4,18
tt0033525,6.4,362
tt0033526,5.8,73
tt0033527,5.8,10
tt0033528,6.7,6
tt0033530,6.3,810
tt0033531,5.6,30
tt0033532,7.7,4039
tt0033533,7.7,3168
tt0033535,7.2,250
tt0033536,6.1,27
tt0033537,6.6,1439
tt0033539,5.2,19
tt0033543,6.2,5
tt0033546,6.7,103
tt0033547,5.4,98
tt0033549,5.5,17
tt0033550,6.8,85
tt0033551,6.9,41
tt0033553,6.9,7537
tt0033554,6.4,223
tt0033555,6.4,256
tt0033558,6.5,896
tt0033559,6.0,14
tt0033560,5.8,86
tt0033562,5.5,15
tt0033563,7.3,105400
tt0033566,6.0,6
tt0033569,6.3,9
tt0033570,5.6,19
tt0033571,6.8,19
tt0033572,6.2,75
tt0033573,6.2,69
tt0033574,5.7,99
tt0033576,3.5,148
tt0033577,6.3,194
tt0033582,7.2,911
tt0033587,6.3,89
tt0033588,7.6,34
tt0033592,7.4,460
tt0033593,5.0,45
tt0033594,5.0,13
tt0033595,5.4,45
tt0033596,6.8,663
tt0033602,2.7,7
tt0033603,7.4,394
tt0033606,6.6,862
tt0033608,6.6,162
tt0033611,4.7,82
tt0033612,5.5,16
tt0033613,6.9,430
tt0033615,5.8,50
tt0033616,6.9,844
tt0033617,5.9,9
tt0033619,6.8,79
tt0033620,5.5,43
tt0033621,6.9,275
tt0033623,7.2,66
tt0033624,6.8,227
tt0033625,5.6,12
tt0033627,7.4,5141
tt0033628,6.5,243
tt0033629,6.6,41
tt0033631,5.0,8
tt0033632,7.1,10
tt0033633,6.0,45
tt0033634,6.1,140
tt0033635,6.3,181
tt0033637,6.9,24
tt0033638,5.5,24
tt0033639,5.0,17
tt0033640,6.2,18
tt0033641,6.2,47
tt0033642,5.4,112
tt0033644,6.3,9
tt0033645,4.7,15
tt0033646,5.5,112
tt0033647,5.8,20
tt0033648,6.4,104
tt0033649,8.1,12
tt0033650,6.6,837
tt0033654,7.5,1686
tt0033655,6.3,14
tt0033658,5.4,42
tt0033660,6.4,1196
tt0033661,7.2,356
tt0033663,6.8,188
tt0033664,6.6,279
tt0033666,7.9,14
tt0033667,6.5,259
tt0033669,7.7,55
tt0033670,5.6,15
tt0033674,6.7,201
tt0033675,6.5,79
tt0033676,6.3,1103
tt0033677,7.3,3041
tt0033678,5.9,122
tt0033679,4.2,6
tt0033680,7.2,26
tt0033681,5.5,28
tt0033682,4.8,37
tt0033683,6.5,81
tt0033685,5.2,9
tt0033686,7.0,863
tt0033688,4.8,37
tt0033689,6.7,7
tt0033690,4.5,28
tt0033691,6.8,42
tt0033692,7.2,235
tt0033694,6.9,35
tt0033696,6.1,91
tt0033697,5.1,49
tt0033702,4.0,68
tt0033703,7.8,5
tt0033704,7.6,2458
tt0033706,4.9,18
tt0033708,7.0,115
tt0033711,6.2,48
tt0033712,7.6,5289
tt0033713,4.8,10
tt0033714,7.3,41
tt0033716,7.1,225
tt0033717,7.6,13439
tt0033718,6.5,51
