tconst,averageRating,numVotes
tt0179841,6.2,2452
tt0179844,6.3,9
tt0179848,6.4,33
tt0179850,7.0,78
tt0179854,7.7,37
tt0179860,6.6,7
tt0179861,3.9,841
tt0179862,7.6,9
tt0179864,5.5,54
tt0179868,6.0,171
tt0179871,5.8,40
tt0179875,6.9,29
tt0179876,6.4,22
tt0179878,7.9,43
tt0179880,5.6,7
tt0179881,3.9,8
tt0179884,5.9,21
tt0179886,7.2,5
tt0179888,5.9,12
tt0179889,6.0,20
tt0179890,5.7,800
tt0179894,2.7,15
tt0179901,6.6,361
tt0179905,4.0,110
tt0179910,6.6,18
tt0179913,5.8,73
tt0179914,5.8,65
tt0179915,3.6,38
tt0179918,8.0,945
tt0179920,5.1,74
tt0179923,7.5,24
tt0179924,8.0,47
tt0179925,6.4,139
tt0179926,6.3,14
tt0179927,6.7,143
tt0179938,3.8,5
tt0179939,5.1,18
tt0179945,7.3,199
tt0179948,5.7,19
tt0179950,7.3,89
tt0179952,5.3,347
tt0179953,7.0,10
tt0179954,7.5,79
tt0179955,8.4,8774
tt0179956,5.5,106
tt0179957,7.5,115
tt0179964,7.1,82
tt0179965,4.9,351
tt0179966,6.2,19
tt0179967,8.1,21
tt0179970,5.7,75
tt0179972,6.0,7
tt0179974,7.4,18
tt0179975,6.8,9
tt0179978,6.6,8
tt0179980,3.4,28
tt0179981,7.1,13
tt0179982,5.2,30
tt0179983,7.1,17
tt0179984,6.0,12
tt0179985,7.3,76
tt0179986,5.3,7
tt0179987,6.2,50
tt0179988,6.9,7
tt0179990,7.9,25
tt0179992,6.6,9
tt0179996,6.9,18
tt0179998,7.4,26
tt0180003,7.6,12
tt0180004,7.6,138
tt0180005,7.5,81
tt0180011,7.2,229
tt0180013,7.1,8
tt0180015,6.0,7
tt0180020,6.7,214
tt0180022,7.4,27
tt0180025,6.7,20
tt0180026,6.3,76
tt0180027,7.1,26
tt0180029,8.3,37
tt0180031,8.2,24
tt0180032,7.8,67
tt0180033,8.4,775
tt0180034,7.6,19
tt0180036,7.8,31
tt0180037,6.5,1873
tt0180038,7.4,11
tt0180040,6.8,8
tt0180042,7.5,13
tt0180044,4.9,8
tt0180045,7.3,74
tt0180047,6.8,11
tt0180050,7.2,34
tt0180052,3.8,22672
tt0180053,6.6,10
tt0180054,8.0,21
tt0180055,8.1,15
tt0180056,7.7,41
tt0180059,7.1,264
tt0180061,8.0,43
tt0180066,7.1,25
tt0180069,6.5,24
tt0180073,7.3,48775
tt0180074,6.6,24
tt0180076,7.8,20
tt0180077,7.1,25
tt0180081,6.8,18
tt0180093,8.3,691263
tt0180095,6.1,155
tt0180098,5.7,12
tt0180102,5.1,37
tt0180104,7.8,66
tt0180105,7.1,7
tt0180108,7.0,45
tt0180112,7.0,67
tt0180113,7.3,15
tt0180115,6.0,40
tt0180119,5.9,9
tt0180120,6.9,12
tt0180136,7.2,25
tt0180139,7.8,422
tt0180160,5.0,6
tt0180164,7.8,78
tt0180165,2.4,17
tt0180170,5.3,9
tt0180177,6.2,162
tt0180180,7.0,20
tt0180181,6.6,497
tt0180182,6.4,17
tt0180184,6.7,69
tt0180193,6.8,15
tt0180198,7.4,17
tt0180200,7.2,6
tt0180207,5.5,295
tt0180215,7.0,7
tt0180216,7.4,27
tt0180217,7.7,60
tt0180220,7.8,23
tt0180224,8.1,46
tt0180225,6.3,9
tt0180238,4.8,18
tt0180242,6.4,615
tt0180243,6.4,14
tt0180250,6.6,96
tt0180253,7.2,12
tt0180254,6.8,116
tt0180258,7.3,48
tt0180260,5.7,249
tt0180261,8.2,63
tt0180264,7.8,5
tt0180269,6.4,7
tt0180273,6.9,245
tt0180274,5.0,1307
tt0180275,5.7,49
tt0180279,6.7,11
tt0180280,7.2,14
tt0180281,5.5,63
tt0180282,6.9,26
tt0180285,6.1,24
tt0180286,6.9,15
tt0180287,6.7,141
tt0180290,1.0,7
tt0180293,7.3,81
tt0180294,7.2,6
tt0180295,6.9,11
tt0180301,6.3,230
tt0180303,5.7,579
tt0180306,6.3,7
tt0180309,5.2,9
tt0180313,6.7,19
tt0180316,6.3,572
tt0180320,7.1,189
tt0180322,7.4,21
tt0180323,7.1,19
tt0180324,5.7,6
tt0180328,7.0,13
tt0180329,6.5,17
tt0180330,6.0,6
tt0180331,5.4,7
tt0180332,7.4,22
tt0180333,7.4,32
tt0180336,7.1,18
tt0180390,4.8,6
tt0180394,7.0,20
tt0180396,6.8,1199
tt0180399,4.7,11
tt0180401,5.1,14
tt0180403,4.1,11
tt0180405,7.8,9
tt0180406,5.4,12
tt0180413,6.5,23
tt0180415,6.3,22
tt0180416,7.2,9
tt0180420,7.0,16
tt0180427,7.1,8
tt0180428,8.0,9
tt0180434,6.9,18
tt0180435,7.5,15
tt0180436,6.2,21
tt0180438,6.2,5
tt0180439,6.4,14
tt0180442,6.9,33
tt0180444,5.4,9
tt0180445,4.8,8
tt0180447,6.9,26
tt0180454,4.9,17
tt0180458,6.3,6
tt0180460,7.6,176
tt0180463,6.2,8
tt0180464,6.0,31
tt0180466,6.9,8
tt0180467,6.8,10
tt0180473,5.3,15
tt0180474,5.1,19
tt0180476,6.9,13
tt0180478,7.4,5
tt0180482,4.7,304
tt0180483,4.8,5
tt0180484,7.7,75
tt0180486,7.8,22
tt0180487,5.5,15
tt0180488,6.6,69
tt0180494,6.2,11
tt0180502,6.2,20
tt0180503,6.9,12
tt0180511,4.0,6
tt0180513,6.5,64
tt0180515,6.6,5
tt0180518,7.8,12
tt0180519,5.9,16
tt0180523,6.5,6
tt0180524,5.8,126
tt0180527,6.2,12
tt0180532,3.7,14
tt0180533,7.8,8
tt0180538,5.2,6
tt0180545,7.1,28
tt0180547,5.2,13
tt0180548,6.0,12
tt0180553,6.1,8
tt0180555,6.5,76
tt0180556,6.2,13
tt0180565,7.2,191
tt0180568,5.7,227
tt0180570,5.3,7
tt0180572,6.7,10
tt0180579,2.6,14
tt0180580,6.5,13
tt0180585,7.0,45
tt0180587,6.8,105
tt0180596,6.1,14
tt0180601,3.3,57
tt0180607,3.1,215
tt0180608,6.8,20
tt0180611,6.1,9
tt0180614,6.4,11
tt0180623,4.5,32
tt0180626,5.7,19
tt0180627,6.8,13
tt0180628,6.5,23
tt0180631,4.8,110
tt0180633,8.0,1200
tt0180634,7.2,11
tt0180637,6.6,18
tt0180642,5.9,23
tt0180645,7.2,6
tt0180659,7.4,1282
tt0180660,6.5,102
tt0180661,5.4,125
tt0180663,3.7,6
tt0180667,6.2,45
tt0180668,5.8,895
tt0180669,3.9,250
tt0180674,5.3,106
tt0180675,5.7,7
tt0180676,6.7,110
tt0180678,5.9,36
tt0180679,6.5,1625
tt0180683,6.4,107
tt0180685,6.1,175
tt0180687,7.3,6
tt0180693,7.8,6
tt0180700,5.6,45
tt0180703,4.3,13
tt0180708,7.5,458
tt0180717,6.2,619
tt0180719,7.2,90
tt0180720,7.2,89
tt0180721,7.7,7
tt0180723,6.5,28
tt0180724,6.8,17
tt0180725,5.7,39
tt0180727,5.9,19
tt0180728,4.8,559
tt0180729,7.5,60
tt0180730,7.2,13
tt0180732,8.3,6
tt0180734,6.4,26000
tt0180735,7.3,1110
tt0180737,8.5,6
tt0180742,5.1,37
tt0180746,5.5,31
tt0180747,6.1,62
tt0180748,7.5,18305
tt0180749,7.8,1493
tt0180750,7.5,21
tt0180754,4.6,98
tt0180756,6.8,26
tt0180759,5.5,33
tt0180763,6.1,16
tt0180764,7.1,16
tt0180765,8.6,23
tt0180767,6.0,6
tt0180768,5.0,118
tt0180770,7.2,10
tt0180771,6.8,12
tt0180776,7.5,43
tt0180778,4.1,36
tt0180779,6.7,267
tt0180780,7.2,362
tt0180781,4.6,152
tt0180782,7.8,1004
tt0180784,5.1,13
tt0180785,5.6,231
tt0180786,5.4,297
tt0180787,6.6,109
tt0180788,6.5,115
tt0180789,7.3,92
tt0180790,7.4,77
tt0180793,6.1,763
tt0180796,6.9,22
tt0180797,7.0,164
tt0180800,6.1,339
tt0180801,7.8,59
tt0180802,7.4,846
tt0180804,7.0,57
tt0180808,4.8,5
tt0180811,5.5,80
tt0180812,3.7,334
tt0180813,5.0,7
tt0180817,6.6,115
tt0180820,4.3,6
tt0180822,6.9,123
tt0180823,5.4,9
tt0180827,7.3,7
tt0180829,7.9,8
tt0180830,5.9,7
tt0180831,3.6,30
tt0180834,8.4,59
tt0180836,4.5,46
tt0180837,6.5,1653
tt0180840,5.0,70
tt0180841,7.3,673
tt0180842,7.0,6
tt0180843,6.0,693
tt0180844,6.2,109
tt0180845,4.3,60
tt0180846,3.7,270
tt0180851,6.4,7
tt0180852,6.4,16
tt0180853,7.1,9
tt0180854,7.3,61
tt0180857,7.6,44
tt0180863,5.3,6
tt0180866,7.4,54
tt0180867,5.9,141
tt0180869,6.8,13
tt0180872,4.5,116
tt0180876,6.9,107
tt0180877,5.5,6
tt0180879,5.6,29
tt0180882,7.2,375
tt0180888,7.1,178
tt0180889,5.7,20
tt0180894,7.2,119
tt0180895,6.4,145
tt0180897,5.2,226
tt0180898,6.1,36
tt0180899,6.2,5
tt0180901,7.0,103
tt0180904,6.8,19
tt0180907,6.6,18
tt0180916,6.9,580
tt0180920,5.2,8
tt0180921,7.2,16
tt0180923,7.7,80
tt0180924,7.9,1240
tt0180925,6.5,26
tt0180927,6.4,7
tt0180931,5.1,10
tt0180935,6.1,7
tt0180939,7.3,96
tt0180941,7.1,44
tt0180942,6.1,160
tt0180944,4.8,6
tt0180945,5.7,11
tt0180946,7.7,54
tt0180951,7.1,16
tt0180952,8.1,7
tt0180956,7.0,9
tt0180958,5.0,7
tt0180960,4.5,23
tt0180961,6.9,20
tt0180966,6.0,18
tt0180973,6.5,6
tt0180984,4.3,43
tt0180987,6.6,8
tt0180988,7.0,5
tt0180994,4.8,5
tt0180995,5.2,9
tt0181002,6.2,10
tt0181003,7.5,37
tt0181004,6.5,26
tt0181005,7.5,33
tt0181006,6.6,21
tt0181012,6.2,1075
tt0181013,5.0,12
tt0181014,4.9,15
tt0181017,7.9,14
tt0181027,5.2,6
tt0181028,7.7,27
tt0181029,7.3,34
tt0181030,5.8,10
tt0181031,6.8,29
tt0181032,6.8,165
tt0181033,5.0,7
tt0181034,6.2,808
tt0181035,7.3,64
tt0181038,3.9,371
tt0181043,6.5,6
tt0181045,8.0,24
tt0181049,7.7,1390
tt0181050,7.7,1346
tt0181051,7.5,1195
tt0181052,7.6,684
tt0181053,6.2,22
tt0181054,6.8,252
tt0181055,5.7,70
tt0181067,7.1,22
tt0181077,3.1,94
tt0181078,5.6,243
tt0181079,7.0,21
tt0181080,7.8,1647
tt0181084,6.8,15
tt0181086,7.3,6
tt0181088,6.7,66
tt0181092,5.5,8
tt0181096,6.6,73
tt0181108,5.1,17
tt0181111,4.9,24
tt0181112,6.0,5
tt0181113,6.3,52
tt0181117,7.0,34
tt0181120,5.0,278
tt0181121,5.8,33
tt0181123,6.0,38
tt0181124,6.2,280
tt0181136,4.7,7
tt0181151,5.6,8745
tt0181156,7.2,190
tt0181162,4.5,32
tt0181170,6.4,11
tt0181172,6.7,7
tt0181178,7.8,112
tt0181180,7.7,70
tt0181182,7.6,1880
tt0181183,6.3,48
tt0181185,7.1,138
tt0181188,7.2,72
tt0181190,7.2,73
tt0181192,6.3,13
tt0181193,4.5,469
tt0181272,4.8,5
tt0181275,6.8,599
tt0181278,6.7,6
tt0181281,3.8,273
tt0181283,5.8,12
tt0181287,7.6,344
tt0181288,7.9,15372
tt0181289,5.3,155
tt0181294,5.2,366
tt0181295,7.2,55
tt0181299,4.2,529
tt0181301,4.7,123
tt0181304,7.3,112
tt0181305,4.8,91
tt0181307,4.6,23
tt0181310,5.6,802
tt0181311,5.5,727
tt0181312,5.4,49
tt0181313,6.3,171
tt0181316,6.3,68474
tt0181317,5.4,139
tt0181322,6.2,1080
tt0181323,4.5,48
tt0181324,7.6,13
tt0181325,6.6,18
tt0181328,7.1,696
tt0181329,7.0,35
tt0181330,7.1,9
tt0181334,5.8,27
tt0181340,6.0,42
tt0181342,4.5,138
tt0181343,7.4,8
tt0181345,6.4,23
tt0181352,5.8,5
tt0181357,5.8,5
tt0181358,4.8,24
tt0181362,6.6,32
tt0181367,6.3,6
tt0181370,6.2,5
tt0181371,3.4,15
tt0181384,6.9,77
tt0181389,4.2,11
tt0181396,6.4,1387
tt0181398,7.0,27
tt0181399,7.2,5
tt0181400,6.4,26
tt0181416,5.2,12
tt0181420,6.9,35
tt0181423,5.7,9
tt0181424,6.5,39
tt0181433,7.8,20
tt0181436,6.5,19
tt0181437,6.4,96
tt0181440,5.2,13
tt0181441,6.8,12
tt0181447,3.2,38
tt0181449,6.8,20
tt0181450,7.8,13
tt0181451,7.9,16
tt0181456,5.6,8
tt0181460,3.9,8
tt0181468,7.7,70
tt0181470,6.4,17
tt0181471,5.8,24
tt0181472,7.3,351
tt0181493,7.3,14
tt0181495,6.0,6
tt0181497,4.0,102
tt0181498,7.4,255
tt0181505,5.2,8
tt0181508,6.3,6
tt0181517,6.9,50
tt0181518,5.3,285
tt0181523,6.3,288
tt0181526,6.4,39
tt0181530,7.5,4341
tt0181531,4.7,15
tt0181532,7.1,7
tt0181534,6.3,440
tt0181536,7.3,78593
tt0181547,6.5,1187
tt0181548,4.3,74
tt0181549,5.6,462
tt0181552,6.8,37
tt0181557,7.7,28
tt0181559,6.8,38
tt0181561,6.8,5
tt0181565,4.5,32
tt0181567,6.3,18
tt0181572,6.5,41
tt0181574,5.3,309
tt0181575,6.2,320
tt0181578,6.3,137
tt0181579,7.1,24
tt0181582,5.5,310
tt0181583,4.6,7
tt0181584,8.0,6
tt0181589,7.0,44
tt0181590,6.2,25
tt0181591,6.0,5
tt0181592,8.0,1361
tt0181594,7.6,44
tt0181600,8.2,1023
tt0181602,3.2,748
tt0181604,5.6,47
tt0181607,7.9,37
tt0181608,6.2,29
tt0181610,6.6,121
tt0181611,4.5,143
tt0181612,5.2,14
tt0181613,6.8,61
tt0181618,6.9,957
tt0181619,6.7,23
tt0181622,4.7,87
tt0181627,7.6,7417
tt0181628,6.5,16
tt0181629,4.4,8
tt0181630,3.1,14
tt0181632,5.0,187
tt0181633,6.5,503
tt0181634,7.3,58
tt0181635,6.9,7
tt0181636,6.1,11
tt0181637,7.5,16
tt0181639,7.4,691
tt0181640,6.3,162
tt0181641,7.5,22
tt0181643,6.0,9
tt0181647,7.3,6
tt0181648,3.8,50
tt0181650,8.1,9
tt0181659,8.7,32
tt0181668,4.1,17
tt0181674,8.0,45
tt0181678,6.3,7
tt0181683,6.8,642
tt0181689,7.7,465146
tt0181690,7.2,95
tt0181691,6.8,5
tt0181696,3.9,308
tt0181699,6.5,13
tt0181712,7.1,161
tt0181715,8.2,12
tt0181717,5.3,9
tt0181718,5.9,25
tt0181722,7.5,37
tt0181723,7.3,11
tt0181730,6.2,37
tt0181731,5.9,57
tt0181733,7.5,351
tt0181734,7.1,45
tt0181737,6.8,10
tt0181738,6.5,14
tt0181739,6.3,29380
tt0181740,6.3,13
tt0181744,7.7,7
tt0181759,3.9,9
tt0181760,4.9,15
tt0181761,5.5,53
tt0181765,4.7,6
tt0181772,7.7,88
tt0181773,7.8,54
tt0181776,4.1,77
tt0181778,5.4,292
tt0181779,8.3,34
tt0181780,5.8,6
tt0181781,6.7,86
tt0181784,3.8,17
tt0181786,7.4,297
tt0181796,6.2,36
tt0181798,7.9,11
tt0181804,5.3,302
tt0181805,6.3,450
tt0181809,6.8,175
tt0181810,5.6,1269
tt0181813,5.0,22
tt0181814,6.7,43
tt0181817,6.8,114
tt0181819,5.7,240
tt0181821,3.1,276
tt0181824,7.1,297
tt0181826,6.6,9
tt0181830,7.0,1090
tt0181833,7.5,726
tt0181835,6.8,163
tt0181836,5.9,2087
tt0181838,3.9,822
tt0181845,7.6,721
tt0181850,4.7,228
tt0181852,6.3,345659
tt0181853,4.3,32
tt0181855,6.2,56
tt0181859,6.9,12
tt0181865,7.6,185212
tt0181867,8.1,47
tt0181868,5.6,146
tt0181869,7.6,5
tt0181871,7.2,12
tt0181872,7.1,36
tt0181874,6.6,16
tt0181875,7.9,233177
tt0181882,6.3,112
tt0181885,5.7,17
tt0181886,7.8,29
tt0181887,6.5,11
tt0181889,6.5,6
tt0181890,7.5,360
tt0181892,7.1,119
tt0181893,6.8,6
tt0181907,5.5,177
tt0181908,7.7,307
tt0181910,5.6,85
tt0181912,6.5,2532
tt0181938,8.0,5
tt0181945,7.0,89
tt0181947,4.6,512
tt0181949,6.6,45
tt0181951,7.0,36
tt0181953,6.5,23
tt0181956,6.9,77
tt0181960,7.8,3486
tt0181966,6.1,520
tt0181967,5.4,12
tt0181968,6.7,12
tt0181972,7.0,20
tt0181973,6.0,40
tt0181977,4.5,32
tt0181978,4.5,852
tt0181984,7.0,46136
tt0181985,7.3,15
tt0181986,5.8,16
tt0181990,6.8,129
tt0181996,6.5,42
tt0181997,4.5,8
tt0181998,7.0,83
tt0182000,5.9,6033
tt0182001,7.3,16
tt0182003,6.8,6
tt0182006,5.0,800
tt0182009,6.4,7
tt0182016,8.2,11
tt0182019,5.0,5
tt0182024,5.8,34
tt0182027,5.9,68
tt0182028,6.2,15
tt0182029,6.8,6
tt0182030,6.8,18
tt0182035,7.1,14
tt0182037,6.4,7
tt0182039,6.6,25
tt0182048,6.4,12
tt0182053,6.0,7
tt0182056,6.8,48
tt0182059,8.0,6
tt0182060,4.8,6838
tt0182061,7.0,7
tt0182063,6.2,8
tt0182064,5.1,12
tt0182066,6.5,19
tt0182067,6.1,125
tt0182069,5.6,9
tt0182070,5.5,99
tt0182073,5.8,27
tt0182077,6.9,43
tt0182078,6.5,28
tt0182081,6.5,45
tt0182092,5.8,10
tt0182095,5.6,21
tt0182098,6.5,19
tt0182101,6.8,18
tt0182111,4.6,7
tt0182117,7.0,8
tt0182120,6.9,33
tt0182121,6.4,27
tt0182123,6.6,25
tt0182128,5.5,8
tt0182131,5.9,11
tt0182141,6.3,19
tt0182148,4.6,5
tt0182149,5.6,13
tt0182156,7.6,7
tt0182159,5.4,17
tt0182162,7.4,5
tt0182163,5.3,7
tt0182165,6.4,14
tt0182191,5.8,20
tt0182195,5.4,26
tt0182199,5.7,21
tt0182201,5.2,5
tt0182207,5.5,15
tt0182209,5.9,17
tt0182212,5.6,26
tt0182216,6.2,10
tt0182218,5.2,77
tt0182221,3.4,135
tt0182222,6.2,22
tt0182236,7.0,289
tt0182237,6.5,8
tt0182242,5.9,93
tt0182246,4.5,22
tt0182251,5.9,2023
tt0182253,5.1,56
tt0182254,7.4,25
tt0182255,5.2,10
tt0182256,7.3,55
tt0182259,7.2,13
tt0182260,6.5,418
tt0182262,5.7,316
tt0182263,5.0,140
tt0182264,7.6,55
tt0182265,7.2,16
tt0182266,3.9,57
tt0182269,5.2,13
tt0182270,4.0,44
tt0182276,7.9,16
tt0182277,8.2,8
tt0182293,6.2,32
tt0182294,5.0,20
tt0182295,6.1,4172
tt0182299,5.6,143
tt0182302,5.5,6
tt0182306,5.6,202
tt0182307,6.3,44
tt0182309,6.8,6
tt0182313,7.6,38
tt0182314,6.8,26
tt0182317,6.4,106
tt0182321,5.9,64
tt0182323,7.5,18
tt0182326,8.0,5
tt0182328,5.4,7
tt0182330,4.6,213
tt0182336,2.9,12
tt0182338,5.7,191
tt0182356,7.3,7
tt0182357,5.8,310
tt0182367,7.3,28
tt0182368,5.6,31
tt0182374,3.4,98
tt0182376,4.5,6
tt0182377,6.7,6
tt0182378,5.9,11
tt0182379,6.9,92
tt0182385,6.0,24
tt0182387,7.8,76
tt0182396,5.4,7
tt0182404,5.2,26
tt0182406,7.2,6
tt0182409,7.8,16
tt0182410,6.9,36
tt0182412,6.4,24
tt0182418,8.0,9
tt0182427,6.0,6
tt0182432,6.4,7
tt0182444,5.9,11
tt0182446,6.7,49
tt0182451,6.7,7
tt0182476,6.8,13
tt0182478,6.5,62
tt0182479,7.3,190
tt0182481,6.9,13
tt0182502,6.1,10
tt0182503,7.4,2864
tt0182504,6.5,56
tt0182507,2.8,44
tt0182508,7.0,2835
tt0182509,8.7,16
tt0182512,7.1,423
tt0182518,5.2,32
tt0182521,6.9,8
tt0182526,4.4,191
tt0182537,6.5,23
tt0182539,4.9,18
tt0182545,6.9,7
tt0182548,3.4,5
tt0182574,8.0,6
tt0182659,7.7,73
tt0182660,7.2,13
tt0182662,6.3,51
tt0182663,6.5,139
tt0182666,7.2,678
tt0182667,6.7,76
tt0182668,5.1,61
tt0182671,6.3,30
tt0182673,5.2,85
tt0182675,5.4,106
tt0182678,6.6,22
tt0182683,7.1,13
tt0182685,7.2,28
tt0182686,6.7,79
tt0182688,6.9,294
tt0182690,5.1,272
tt0182692,6.5,39
tt0182694,7.2,240
tt0182701,5.3,7
tt0182702,5.6,40
tt0182703,4.3,58
tt0182705,7.4,77
tt0182708,6.3,61
tt0182722,5.9,247
tt0182724,5.1,38
tt0182726,6.7,26
tt0182727,4.6,9
tt0182730,5.6,903
tt0182731,5.9,296
tt0182732,6.8,12
tt0182736,5.3,135
tt0182739,6.5,98
tt0182740,4.6,17
tt0182745,9.0,6
tt0182749,7.1,161
tt0182750,5.3,11
tt0182752,6.4,103
tt0182753,6.6,208
tt0182754,4.9,18
tt0182755,5.8,71
tt0182756,7.3,6
tt0182760,6.5,27
tt0182761,6.3,18
tt0182762,4.6,43
tt0182764,6.0,1141
tt0182765,6.4,1243
tt0182766,7.5,770
tt0182771,5.6,10
tt0182773,6.3,30
tt0182776,7.0,110
tt0182777,5.5,70
tt0182781,6.7,29
tt0182786,5.7,11
tt0182789,6.9,101318
tt0182791,5.8,27
tt0182794,3.2,5
tt0182801,5.2,8
tt0182826,7.6,20
tt0182835,5.4,7
tt0182838,5.8,40
tt0182844,5.0,62
tt0182850,7.3,6
tt0182854,5.7,21
tt0182855,5.4,32
tt0182856,6.6,8
tt0182857,6.7,11
tt0182859,6.4,11
tt0182864,6.2,22
tt0182872,5.6,42
tt0182873,6.3,51
tt0182875,6.4,8
tt0182876,7.2,5
tt0182879,5.6,14
tt0182881,6.0,428
tt0182882,5.9,120
tt0182883,6.3,81
tt0182884,4.3,35
tt0182885,5.5,6
tt0182890,6.8,117
tt0182891,4.8,16
tt0182892,7.0,119
tt0182898,5.2,11
tt0182903,5.4,8
tt0182906,5.9,81
tt0182916,7.0,2745
tt0182917,5.3,116
tt0182918,5.8,188
tt0182921,7.5,17
tt0182925,5.6,69
tt0182927,7.1,13
tt0182930,6.8,8
tt0182937,6.8,22
tt0182941,3.3,45
tt0182948,4.7,168
tt0182958,4.5,114
tt0182962,8.6,19
tt0182964,4.5,23
tt0182967,5.7,294
tt0182972,6.0,7
tt0182974,4.1,29
tt0182977,3.4,313
tt0182984,5.6,48
tt0182987,6.0,22
tt0182992,6.3,113
tt0182995,8.1,7
tt0182996,3.6,2319
tt0182999,6.3,28
tt0183007,5.1,28
tt0183008,5.0,39
tt0183016,6.0,33
tt0183017,4.0,20
tt0183018,4.7,9
tt0183021,8.3,11
tt0183022,7.4,169
tt0183023,7.5,15
tt0183025,5.8,31
tt0183027,7.0,25
tt0183029,6.8,16
tt0183031,6.4,46
tt0183032,5.2,32
tt0183033,5.2,49
tt0183034,6.4,81
tt0183036,6.0,6
tt0183044,6.0,149
tt0183046,4.6,26
tt0183047,5.0,5
tt0183052,2.7,9
tt0183056,6.7,843
tt0183057,6.5,18
tt0183058,5.0,9
tt0183061,6.9,366
tt0183063,4.2,110
tt0183064,5.0,31
tt0183065,7.3,86
tt0183067,3.8,20
tt0183070,4.0,10
tt0183071,4.7,34
tt0183072,2.0,641
tt0183073,5.4,36
tt0183075,7.1,18
tt0183076,6.2,661
tt0183078,5.5,79
tt0183079,5.3,74
tt0183096,3.5,15
tt0183098,3.9,104
tt0183101,6.2,5
tt0183111,6.9,12
tt0183113,5.3,73
tt0183116,5.1,86
tt0183120,4.6,19
tt0183122,6.9,315
tt0183126,6.6,184
tt0183127,6.8,364
tt0183128,6.2,61
tt0183135,8.4,34
tt0183137,6.1,216
tt0183142,2.3,210
tt0183143,4.1,137
tt0183146,6.3,70
tt0183152,6.5,86
tt0183154,6.2,72
tt0183155,6.4,14
tt0183157,4.4,21
tt0183159,4.9,161
tt0183160,6.4,29
tt0183165,7.0,78
tt0183171,7.2,93
tt0183174,6.7,18
tt0183182,6.5,26
tt0183184,4.9,13
tt0183190,6.1,11
tt0183191,5.4,23
tt0183193,7.2,26
tt0183195,7.0,22
tt0183197,4.5,225
tt0183201,3.5,17
tt0183218,5.7,6
tt0183220,6.7,13
tt0183221,4.9,8
tt0183225,6.5,53
tt0183226,4.6,29
tt0183227,6.7,10
tt0183228,6.0,102
tt0183229,5.5,65
tt0183230,6.0,125
tt0183245,7.4,5
tt0183246,6.4,20
tt0183248,6.5,35
tt0183249,5.7,16
tt0183250,6.0,7
tt0183253,6.3,15
tt0183256,5.4,99
tt0183267,8.4,7
tt0183269,6.8,12
tt0183272,4.5,42
tt0183275,6.2,20
tt0183280,3.5,326
tt0183284,6.2,16
tt0183285,6.1,13
tt0183295,4.8,8
tt0183301,5.4,5
tt0183303,6.1,14
tt0183305,5.2,8
tt0183306,8.1,2382
tt0183307,6.2,6
tt0183308,5.4,14
tt0183320,7.3,19
tt0183325,6.9,49
tt0183327,5.8,50
tt0183328,4.3,28
tt0183330,5.3,371
tt0183331,5.8,13
tt0183332,5.2,30
tt0183333,5.7,152
tt0183335,4.8,50
tt0183336,4.2,38
tt0183337,3.2,28
tt0183338,6.3,967
tt0183341,4.1,124
tt0183342,6.4,8
tt0183344,5.0,56
tt0183346,5.7,26
tt0183348,7.2,189
tt0183349,7.4,26
tt0183353,5.7,152
tt0183356,5.3,51
tt0183361,5.8,49
tt0183362,4.6,47
tt0183367,6.6,14
tt0183368,7.0,604
tt0183369,4.9,15
tt0183370,3.8,9
tt0183371,5.7,35
tt0183374,6.3,32
tt0183376,5.4,59
tt0183377,7.5,6
tt0183378,4.2,6
tt0183382,6.4,19
tt0183384,6.5,33
tt0183388,7.2,38
tt0183390,7.7,22
tt0183392,6.6,183
tt0183393,4.9,33
tt0183396,5.3,43
tt0183400,6.6,17
tt0183405,6.2,53
tt0183413,3.6,14
tt0183414,5.4,39
tt0183419,4.2,162
tt0183423,3.8,87
tt0183427,3.8,18
tt0183428,4.2,49
tt0183437,6.2,10
tt0183440,7.9,29
tt0183441,5.5,30
tt0183446,8.3,54
tt0183449,4.7,186
tt0183451,4.7,140
tt0183452,4.0,117
tt0183453,4.6,13
tt0183458,7.3,7
tt0183459,7.8,808
tt0183460,7.1,269
tt0183463,3.5,20
tt0183464,6.2,13
tt0183466,5.7,172
tt0183468,6.0,25
tt0183469,4.2,5
tt0183470,6.8,127
tt0183475,5.0,6
tt0183476,6.5,77
tt0183477,5.8,44
tt0183482,5.8,15
tt0183485,6.0,23
tt0183486,2.9,7
tt0183488,6.3,36
tt0183489,6.8,22
tt0183491,5.9,10
tt0183499,7.3,32
tt0183500,5.4,7
tt0183501,4.6,5
tt0183503,6.5,2461
tt0183504,4.8,9
tt0183505,6.6,208219
tt0183507,3.4,30
tt0183512,6.6,29
tt0183514,5.7,30
tt0183520,6.2,157
tt0183521,5.5,119
tt0183522,8.1,34
tt0183523,5.6,66583
tt0183526,7.1,20
tt0183534,5.3,6
tt0183535,4.6,29
tt0183536,4.5,13
tt0183537,6.5,32
tt0183538,6.4,44
tt0183542,5.8,135
tt0183548,6.6,54
tt0183550,6.6,498
tt0183551,4.8,124
tt0183552,5.9,90
tt0183555,6.4,13
tt0183557,6.9,7
tt0183559,6.3,36
tt0183561,6.5,45
tt0183564,5.5,10
tt0183565,6.4,7
tt0183569,7.0,21
tt0183570,6.0,989
tt0183571,4.8,5
tt0183573,4.7,36
